Soil_color,Nitrogen,Phosphorus,Potassium,pH,Rainfall,Temperature,Crop,Fertilizer,Link
Black,105,60,55,6.0,500,15,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,110,60,55,6.0,500,15,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,115,60,55,6.0,500,15,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,120,60,55,6.0,500,15,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,60,40,40,6.0,500,15,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,65,40,40,6.0,500,15,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,70,40,40,6.0,500,15,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,75,40,40,6.0,500,15,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,80,40,40,6.0,500,15,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,85,40,40,6.0,500,15,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,90,40,40,6.0,500,15,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,95,40,40,6.0,500,15,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,100,40,40,6.0,500,15,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,60,45,45,6.5,600,20,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,65,45,45,6.5,600,20,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,70,45,45,6.5,600,20,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,75,45,45,6.5,600,20,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,80,45,45,6.5,600,20,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,85,45,45,6.5,600,20,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,90,45,45,6.5,600,20,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,95,45,45,6.5,600,20,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,100,45,45,6.5,600,20,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,60,55,55,7.0,700,25,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,65,55,55,7.0,700,25,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,70,55,55,7.0,700,25,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,75,55,55,7.0,700,25,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,80,55,55,7.0,700,25,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,85,55,55,7.0,700,25,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,90,55,55,7.0,700,25,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,95,55,55,7.0,700,25,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,100,55,55,7.0,700,25,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,60,60,60,7.5,800,15,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,65,60,60,7.5,800,15,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,70,60,60,7.5,800,15,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,75,60,60,7.5,800,15,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,80,60,60,7.5,800,15,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,85,60,60,7.5,800,15,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,90,60,60,7.5,800,15,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,95,60,60,7.5,800,15,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,100,60,60,7.5,800,15,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,60,40,45,6.0,900,20,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,65,40,45,6.0,900,20,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,70,40,45,6.0,900,20,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,75,40,45,6.0,900,20,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,80,40,45,6.0,900,20,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,85,40,45,6.0,900,20,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,90,40,45,6.0,900,20,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,95,40,45,6.0,900,20,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,100,40,45,6.0,900,20,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,60,45,50,6.5,1000,25,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,65,45,50,6.5,1000,25,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,70,45,50,6.5,1000,25,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,75,45,50,6.5,1000,25,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,80,45,50,6.5,1000,25,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,85,45,50,6.5,1000,25,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,90,45,50,6.5,1000,25,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,95,45,50,6.5,1000,25,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,100,45,50,6.5,1000,25,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,60,55,60,7.0,500,15,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,65,55,60,7.0,500,15,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,70,55,60,7.0,500,15,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,75,55,60,7.0,500,15,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,80,55,60,7.0,500,15,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,85,55,60,7.0,500,15,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,90,55,60,7.0,500,15,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,95,55,60,7.0,500,15,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,100,55,60,7.0,500,15,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,60,40,50,7.5,600,20,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,65,40,50,7.5,600,20,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,70,40,50,7.5,600,20,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,75,40,50,7.5,600,20,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,80,40,50,7.5,600,20,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,85,40,50,7.5,600,20,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,90,40,50,7.5,600,20,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,95,40,50,7.5,600,20,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,100,40,50,7.5,600,20,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,60,50,60,6.0,700,25,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,65,50,60,6.0,700,25,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,70,50,60,6.0,700,25,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,75,50,60,6.0,700,25,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,80,50,60,6.0,700,25,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,85,50,60,6.0,700,25,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,90,50,60,6.0,700,25,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,95,50,60,6.0,700,25,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,100,50,60,6.0,700,25,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,60,55,40,6.5,800,15,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,65,55,40,6.5,800,15,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,70,55,40,6.5,800,15,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,75,55,40,6.5,800,15,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,80,55,40,6.5,800,15,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,85,55,40,6.5,800,15,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,90,55,40,6.5,800,15,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,95,55,40,6.5,800,15,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,100,55,40,6.5,800,15,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,60,60,45,7.0,900,20,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,65,60,45,7.0,900,20,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,70,60,45,7.0,900,20,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,75,60,45,7.0,900,20,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,80,60,45,7.0,900,20,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,85,60,45,7.0,900,20,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,90,60,45,7.0,900,20,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,95,60,45,7.0,900,20,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,100,60,45,7.0,900,20,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,60,40,55,7.5,1000,25,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,65,40,55,7.5,1000,25,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,70,40,55,7.5,1000,25,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,75,40,55,7.5,1000,25,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,80,40,55,7.5,1000,25,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,85,40,55,7.5,1000,25,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,90,40,55,7.5,1000,25,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,95,40,55,7.5,1000,25,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,100,40,55,7.5,1000,25,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,60,45,60,6.0,500,15,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,65,45,60,6.0,500,15,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,70,45,60,6.0,500,15,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,75,45,60,6.0,500,15,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,80,45,60,6.0,500,15,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,85,45,60,6.0,500,15,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,90,45,60,6.0,500,15,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,95,45,60,6.0,500,15,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,100,45,60,6.0,500,15,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,60,50,40,6.5,600,20,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,65,50,40,6.5,600,20,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,70,50,40,6.5,600,20,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,75,50,40,6.5,600,20,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,80,50,40,6.5,600,20,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,85,50,40,6.5,600,20,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,90,50,40,6.5,600,20,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,95,50,40,6.5,600,20,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,100,50,40,6.5,600,20,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,60,55,45,7.0,700,25,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,65,55,45,7.0,700,25,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,70,55,45,7.0,700,25,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,75,55,45,7.0,700,25,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,80,55,45,7.0,700,25,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,85,55,45,7.0,700,25,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,90,55,45,7.0,700,25,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,95,55,45,7.0,700,25,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,100,55,45,7.0,700,25,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,60,60,50,7.5,800,15,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,65,60,50,7.5,800,15,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,70,60,50,7.5,800,15,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,75,60,50,7.5,800,15,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,80,60,50,7.5,800,15,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,85,60,50,7.5,800,15,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,90,60,50,7.5,800,15,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,95,60,50,7.5,800,15,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,100,60,50,7.5,800,15,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,60,40,60,6.0,900,20,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,65,40,60,6.0,900,20,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,70,40,60,6.0,900,20,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,75,40,60,6.0,900,20,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,80,40,60,6.0,900,20,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,85,40,60,6.0,900,20,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,90,40,60,6.0,900,20,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,95,40,60,6.0,900,20,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,100,40,60,6.0,900,20,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,60,45,40,6.5,1000,25,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,65,45,40,6.5,1000,25,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,70,45,40,6.5,1000,25,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,75,45,40,6.5,1000,25,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,80,45,40,6.5,1000,25,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,85,45,40,6.5,1000,25,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,90,45,40,6.5,1000,25,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,95,45,40,6.5,1000,25,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,100,45,40,6.5,1000,25,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,60,50,45,7.0,500,15,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,65,50,45,7.0,500,15,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,70,50,45,7.0,500,15,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,75,50,45,7.0,500,15,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,80,50,45,7.0,500,15,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,85,50,45,7.0,500,15,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,90,50,45,7.0,500,15,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,95,50,45,7.0,500,15,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,100,50,45,7.0,500,15,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,60,55,50,7.5,600,20,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,65,55,50,7.5,600,20,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,70,55,50,7.5,600,20,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,75,55,50,7.5,600,20,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Black,80,55,50,7.5,600,20,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,85,55,50,7.5,600,20,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,90,55,50,7.5,600,20,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,95,55,50,7.5,600,20,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,100,55,50,7.5,600,20,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,60,60,55,6.0,700,25,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,65,60,55,6.0,700,25,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,70,60,55,6.0,700,25,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,75,60,55,6.0,700,25,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,80,60,55,6.0,700,25,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,85,60,55,6.0,700,25,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,90,60,55,6.0,700,25,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,95,60,55,6.0,700,25,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,100,60,55,6.0,700,25,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Black,20,30,20,6.0,500,25,Groundnut,Chilated Micronutrient,https://youtu.be/xW8wji2zjcU
Black,25,30,20,6.0,500,25,Groundnut,Chilated Micronutrient,https://youtu.be/xW8wji2zjcU
Black,30,30,20,6.0,500,25,Groundnut,Chilated Micronutrient,https://youtu.be/xW8wji2zjcU
Black,20,35,25,6.5,600,30,Groundnut,Chilated Micronutrient,https://youtu.be/xW8wji2zjcU
Black,25,35,25,6.5,600,30,Groundnut,Chilated Micronutrient,https://youtu.be/xW8wji2zjcU
Black,30,35,25,6.5,600,30,Groundnut,Chilated Micronutrient,https://youtu.be/xW8wji2zjcU
Black,20,40,20,7.0,500,25,Groundnut,Chilated Micronutrient,https://youtu.be/xW8wji2zjcU
Black,25,40,20,7.0,500,25,Groundnut,Chilated Micronutrient,https://youtu.be/xW8wji2zjcU
Black,30,40,20,7.0,500,25,Groundnut,Chilated Micronutrient,https://youtu.be/xW8wji2zjcU
Black,20,30,25,7.5,600,30,Groundnut,SSP,https://youtu.be/xW8wji2zjcU
Black,25,30,25,7.5,600,30,Groundnut,SSP,https://youtu.be/xW8wji2zjcU
Black,30,30,25,7.5,600,30,Groundnut,SSP,https://youtu.be/xW8wji2zjcU
Black,20,35,20,6.0,500,25,Groundnut,SSP,https://youtu.be/xW8wji2zjcU
Black,25,35,20,6.0,500,25,Groundnut,SSP,https://youtu.be/xW8wji2zjcU
Black,30,35,20,6.0,500,25,Groundnut,SSP,https://youtu.be/xW8wji2zjcU
Black,20,40,25,6.5,600,30,Groundnut,SSP,https://youtu.be/xW8wji2zjcU
Black,25,40,25,6.5,600,30,Groundnut,SSP,https://youtu.be/xW8wji2zjcU
Black,30,40,25,6.5,600,30,Groundnut,SSP,https://youtu.be/xW8wji2zjcU
Black,50,25,30,6.0,500,25,Groundnut,Chilated Micronutrient,https://youtu.be/xW8wji2zjcU
Black,55,25,30,6.0,500,25,Groundnut,Chilated Micronutrient,https://youtu.be/xW8wji2zjcU
Black,60,25,30,6.0,500,25,Groundnut,Chilated Micronutrient,https://youtu.be/xW8wji2zjcU
Black,50,30,35,6.5,600,30,Groundnut,Chilated Micronutrient,https://youtu.be/xW8wji2zjcU
Black,55,30,35,6.5,600,30,Groundnut,Chilated Micronutrient,https://youtu.be/xW8wji2zjcU
Black,60,30,35,6.5,600,30,Groundnut,Chilated Micronutrient,https://youtu.be/xW8wji2zjcU
Black,50,25,40,7.0,500,25,Groundnut,Chilated Micronutrient,https://youtu.be/xW8wji2zjcU
Black,55,25,40,7.0,500,25,Groundnut,Chilated Micronutrient,https://youtu.be/xW8wji2zjcU
Black,60,25,40,7.0,500,25,Groundnut,Chilated Micronutrient,https://youtu.be/xW8wji2zjcU
Black,50,30,30,7.5,600,30,Groundnut,SSP,https://youtu.be/xW8wji2zjcU
Black,55,30,30,7.5,600,30,Groundnut,SSP,https://youtu.be/xW8wji2zjcU
Black,60,30,30,7.5,600,30,Groundnut,SSP,https://youtu.be/xW8wji2zjcU
Black,50,25,35,6.0,500,25,Groundnut,SSP,https://youtu.be/xW8wji2zjcU
Black,55,25,35,6.0,500,25,Groundnut,SSP,https://youtu.be/xW8wji2zjcU
Black,60,25,35,6.0,500,25,Groundnut,SSP,https://youtu.be/xW8wji2zjcU
Black,50,30,40,6.5,600,30,Groundnut,SSP,https://youtu.be/xW8wji2zjcU
Black,55,30,40,6.5,600,30,Groundnut,SSP,https://youtu.be/xW8wji2zjcU
Black,60,30,40,6.5,600,30,Groundnut,SSP,https://youtu.be/xW8wji2zjcU
Black,40,20,20,5.5,500,25,Groundnut,Chilated Micronutrient,https://youtu.be/xW8wji2zjcU
Black,45,20,20,5.5,500,25,Groundnut,Chilated Micronutrient,https://youtu.be/xW8wji2zjcU
Black,50,20,20,5.5,500,25,Groundnut,Chilated Micronutrient,https://youtu.be/xW8wji2zjcU
Black,40,30,30,6.0,600,30,Groundnut,Chilated Micronutrient,https://youtu.be/xW8wji2zjcU
Black,45,30,30,6.0,600,30,Groundnut,Chilated Micronutrient,https://youtu.be/xW8wji2zjcU
Black,50,30,30,6.0,600,30,Groundnut,Chilated Micronutrient,https://youtu.be/xW8wji2zjcU
Black,40,20,30,6.5,500,25,Groundnut,Chilated Micronutrient,https://youtu.be/xW8wji2zjcU
Black,45,20,30,6.5,500,25,Groundnut,Chilated Micronutrient,https://youtu.be/xW8wji2zjcU
Black,50,20,30,6.5,500,25,Groundnut,Chilated Micronutrient,https://youtu.be/xW8wji2zjcU
Black,40,30,20,7.0,600,30,Groundnut,SSP,https://youtu.be/xW8wji2zjcU
Black,45,30,20,7.0,600,30,Groundnut,SSP,https://youtu.be/xW8wji2zjcU
Black,50,30,20,7.0,600,30,Groundnut,SSP,https://youtu.be/xW8wji2zjcU
Black,120,60,40,6.0,500,20,Maize,Urea,https://youtu.be/nZxrPsXAJE8
Black,125,60,40,6.0,500,20,Maize,Urea,https://youtu.be/nZxrPsXAJE9
Black,130,60,40,6.0,500,20,Maize,Urea,https://youtu.be/nZxrPsXAJE10
Black,135,60,40,6.0,500,20,Maize,Urea,https://youtu.be/nZxrPsXAJE11
Black,140,60,40,6.0,500,20,Maize,Urea,https://youtu.be/nZxrPsXAJE12
Black,145,60,40,6.0,500,20,Maize,Urea,https://youtu.be/nZxrPsXAJE13
Black,150,60,40,6.0,500,20,Maize,Urea,https://youtu.be/nZxrPsXAJE14
Black,120,65,45,6.5,600,25,Maize,Urea,https://youtu.be/nZxrPsXAJE15
Black,125,65,45,6.5,600,25,Maize,Urea,https://youtu.be/nZxrPsXAJE16
Black,130,65,45,6.5,600,25,Maize,Urea,https://youtu.be/nZxrPsXAJE17
Black,135,65,45,6.5,600,25,Maize,Urea,https://youtu.be/nZxrPsXAJE18
Black,140,65,45,6.5,600,25,Maize,Urea,https://youtu.be/nZxrPsXAJE19
Black,145,65,45,6.5,600,25,Maize,Urea,https://youtu.be/nZxrPsXAJE20
Black,150,65,45,6.5,600,25,Maize,Urea,https://youtu.be/nZxrPsXAJE21
Black,120,70,50,7.0,700,30,Maize,Urea,https://youtu.be/nZxrPsXAJE22
Black,125,70,50,7.0,700,30,Maize,Urea,https://youtu.be/nZxrPsXAJE23
Black,130,70,50,7.0,700,30,Maize,Urea,https://youtu.be/nZxrPsXAJE24
Black,135,70,50,7.0,700,30,Maize,Urea,https://youtu.be/nZxrPsXAJE25
Black,140,70,50,7.0,700,30,Maize,Urea,https://youtu.be/nZxrPsXAJE26
Black,145,70,50,7.0,700,30,Maize,Urea,https://youtu.be/nZxrPsXAJE27
Black,150,70,50,7.0,700,30,Maize,Urea,https://youtu.be/nZxrPsXAJE28
Black,120,75,55,7.5,500,20,Maize,Urea,https://youtu.be/nZxrPsXAJE29
Black,125,75,55,7.5,500,20,Maize,Urea,https://youtu.be/nZxrPsXAJE30
Black,130,75,55,7.5,500,20,Maize,Urea,https://youtu.be/nZxrPsXAJE31
Black,135,75,55,7.5,500,20,Maize,Urea,https://youtu.be/nZxrPsXAJE32
Black,140,75,55,7.5,500,20,Maize,Urea,https://youtu.be/nZxrPsXAJE33
Black,145,75,55,7.5,500,20,Maize,Urea,https://youtu.be/nZxrPsXAJE34
Black,150,75,55,7.5,500,20,Maize,Urea,https://youtu.be/nZxrPsXAJE35
Black,120,80,60,6.0,600,25,Maize,Urea,https://youtu.be/nZxrPsXAJE36
Black,125,80,60,6.0,600,25,Maize,Urea,https://youtu.be/nZxrPsXAJE37
Black,130,80,60,6.0,600,25,Maize,Urea,https://youtu.be/nZxrPsXAJE38
Black,135,80,60,6.0,600,25,Maize,Urea,https://youtu.be/nZxrPsXAJE39
Black,140,80,60,6.0,600,25,Maize,Urea,https://youtu.be/nZxrPsXAJE40
Black,145,80,60,6.0,600,25,Maize,Urea,https://youtu.be/nZxrPsXAJE41
Black,150,80,60,6.0,600,25,Maize,Urea,https://youtu.be/nZxrPsXAJE42
Black,120,60,45,6.5,700,30,Maize,SSP,https://youtu.be/nZxrPsXAJE43
Black,125,60,45,6.5,700,30,Maize,SSP,https://youtu.be/nZxrPsXAJE44
Black,130,60,45,6.5,700,30,Maize,SSP,https://youtu.be/nZxrPsXAJE45
Black,135,60,45,6.5,700,30,Maize,SSP,https://youtu.be/nZxrPsXAJE46
Black,140,60,45,6.5,700,30,Maize,SSP,https://youtu.be/nZxrPsXAJE47
Black,145,60,45,6.5,700,30,Maize,SSP,https://youtu.be/nZxrPsXAJE48
Black,150,60,45,6.5,700,30,Maize,SSP,https://youtu.be/nZxrPsXAJE49
Black,120,65,50,7.0,500,20,Maize,SSP,https://youtu.be/nZxrPsXAJE50
Black,125,65,50,7.0,500,20,Maize,SSP,https://youtu.be/nZxrPsXAJE51
Black,130,65,50,7.0,500,20,Maize,SSP,https://youtu.be/nZxrPsXAJE52
Black,135,65,50,7.0,500,20,Maize,SSP,https://youtu.be/nZxrPsXAJE53
Black,140,65,50,7.0,500,20,Maize,SSP,https://youtu.be/nZxrPsXAJE54
Black,145,65,50,7.0,500,20,Maize,SSP,https://youtu.be/nZxrPsXAJE55
Black,150,65,50,7.0,500,20,Maize,SSP,https://youtu.be/nZxrPsXAJE56
